ID,Genres,Avg_Rating,Num_Ratings
260,Classics,4.3,146590
260,Religion,4.3,146590
260,Spirituality,4.3,146590
260,Poetry,4.3,146590
260,China,4.3,146590
279,Poetry,4.35,428435
279,Childrens,4.35,428435
279,Classics,4.35,428435
279,Fiction,4.35,428435
279,Humor,4.35,428435
279,Young Adult,4.35,428435
279,Picture Books,4.35,428435
283,Fiction,4.52,176692
283,Historical Fiction,4.52,176692
283,Westerns,4.52,176692
283,Classics,4.52,176692
283,Historical,4.52,176692
283,Adventure,4.52,176692
283,Novels,4.52,176692
284,Fantasy,4.52,891992
284,Fiction,4.52,891992
284,Epic Fantasy,4.52,891992
284,High Fantasy,4.52,891992
284,Magic,4.52,891992
284,Science Fiction Fantasy,4.52,891992
284,Adult,4.52,891992
289,Nonfiction,4.32,14358
289,Classics,4.32,14358
289,Animals,4.32,14358
289,Memoir,4.32,14358
289,Biography,4.32,14358
289,Humor,4.32,14358
289,Nature,4.32,14358
291,Horror,4.47,298637
291,Fiction,4.47,298637
291,Fantasy,4.47,298637
291,Thriller,4.47,298637
291,Mystery,4.47,298637
291,Classics,4.47,298637
291,Crime,4.47,298637
297,Classics,4.47,54934
297,Poetry,4.47,54934
297,Fiction,4.47,54934
297,Plays,4.47,54934
297,Drama,4.47,54934
297,Literature,4.47,54934
297,Reference,4.47,54934
299,Science Fiction,4.41,99646
299,Fiction,4.41,99646
299,Classics,4.41,99646
299,Science Fiction Fantasy,4.41,99646
299,Fantasy,4.41,99646
299,Space Opera,4.41,99646
299,Literature,4.41,99646
306,Fantasy,4.5,3147846
306,Young Adult,4.5,3147846
306,Fiction,4.5,3147846
306,Magic,4.5,3147846
306,Childrens,4.5,3147846
306,Audiobook,4.5,3147846
306,Adventure,4.5,3147846
309,Nonfiction,4.37,897253
309,History,4.37,897253
309,Biography,4.37,897253
309,World War II,4.37,897253
309,War,4.37,897253
309,Historical,4.37,897253
309,Audiobook,4.37,897253
322,Fiction,4.37,144031
322,Historical Fiction,4.37,144031
322,India,4.37,144031
322,Indian Literature,4.37,144031
322,Literary Fiction,4.37,144031
322,Canada,4.37,144031
322,Historical,4.37,144031
334,Comics,4.6,145893
334,Humor,4.6,145893
